Country,Year,Status,Lifeexpectancy,AdultMortality,infantdeaths,Alcohol,percentageexpenditure,BMI,Schooling,GDP,under-fivedeaths
Lesotho,2005,Developing,44.5,675,5,2.67,57.90369752,27.4,10.7,862.9463118,6
Lesotho,2004,Developing,44.8,666,5,1.8,67.91361818,26.9,10.7,781.5145936,7
Lesotho,2003,Developing,45.5,648,5,1.99,5.300902041,26.4,10.5,63.636279,7
Lesotho,2002,Developing,46.4,622,5,2.95,3.53457351,25.9,10.4,47.89395,7
Lesotho,2001,Developing,47.8,586,5,2.86,38.57187011,25.4,10.3,437.819184,7
Lesotho,2000,Developing,49.3,543,5,3.1,29.86616464,24.9,9.6,474.8197876,7
Liberia,2015,Developing,61.4,259,8,,0,27.3,9.9,452.38717,11
Liberia,2014,Developing,58.1,329,8,0.01,54.37396957,26.7,9.9,458.4651734,11
Liberia,2013,Developing,61.1,258,9,0.01,45.04892458,26.1,9.8,454.1222236,11
Liberia,2012,Developing,67,261,9,0.01,48.09891474,25.6,9.6,415.361958,12
Liberia,2011,Developing,62,266,9,3.72,60.44658161,25,9.5,379.689583,12
Liberia,2010,Developing,59.7,272,9,3.64,41.91052416,24.5,9.6,327.42597,13
Liberia,2009,Developing,59.2,277,10,3.75,5.592170255,24,9.7,33.667491,13
Liberia,2008,Developing,58.6,281,10,3.88,40.03344077,23.4,9.8,232.61732,14
Liberia,2007,Developing,57.9,286,10,4.03,3.686899287,22.9,9.9,21.3733292,14
Liberia,2006,Developing,56.7,32,11,4.05,15.79934152,22.4,10,178.92799,15
Liberia,2005,Developing,55.3,316,12,4.19,22.39648813,22,10.1,168.648254,16
Liberia,2004,Developing,54,329,12,4.24,17.85870796,21.5,10.2,149.4452549,17
Liberia,2003,Developing,50,42,13,4.21,9.758449266,21.1,10.3,133.494518,18
Liberia,2002,Developing,56,371,13,4.27,10.424369,2.7,10.4,177.285187,19
Liberia,2001,Developing,51.5,333,14,4.4,16.72142854,2.4,10.5,174.1815473,20
Liberia,2000,Developing,51.9,39,14,4.46,12.19709744,2.2,8.7,183.4149991,20
Libya,2015,Developing,72.7,138,1,,0,64.8,13.4,,2
Libya,2014,Developing,72.4,143,2,0.01,0,63.8,13.4,,2
Libya,2013,Developing,72.9,134,2,0.01,0,62.8,13.4,,2
Libya,2012,Developing,72.9,133,2,0.01,0,61.8,13.7,,2
Libya,2011,Developing,71.3,161,2,0.01,36.11567366,6.9,14,562.549434,2
Libya,2010,Developing,72.8,132,2,0.01,52.50394196,59.9,14.3,1212.56217,2
Libya,2009,Developing,72.7,132,2,0.01,63.55170297,59,14.6,1296.97353,2
Libya,2008,Developing,72.6,132,2,0.01,532.6700005,58.2,14.8,14396.4865,2
Libya,2007,Developing,72.5,132,2,0.01,54.8789106,57.4,15.1,1138.56661,3
Libya,2006,Developing,72.2,134,2,0.01,493.415341,56.7,15.4,9344.987518,3
Libya,2005,Developing,71.9,138,2,0.01,472.3047034,56,15.7,8171.361651,3
Libya,2004,Developing,71.5,141,2,0.01,31.80653288,55.3,15.9,586.8364,3
Libya,2003,Developing,71.3,144,3,0.01,295.1166511,54.6,16,4676.96753,3
Libya,2002,Developing,71.1,146,3,0.01,29.13434871,54,15.8,375.442638,3
Libya,2001,Developing,71,147,3,0.01,362.3817951,53.4,15.7,6269.58123,3
Libya,2000,Developing,78,148,3,0.01,457.3202236,52.8,15.5,7145.628494,3
Lithuania,2015,Developed,73.6,165,0,,0,62.4,16.5,14252.42853,0
Lithuania,2014,Developed,73.4,169,0,15.19,2211.744178,61.9,16.5,16554.97139,0
Lithuania,2013,Developed,73,178,0,15.04,1968.816817,61.4,16.4,15712.82376,0
Lithuania,2012,Developed,73,176,0,15.14,1807.071336,6.9,16.5,14341.836,0
Lithuania,2011,Developed,72.8,18,0,12.66,1758.822757,6.5,16.7,14357.73679,0
Lithuania,2010,Developed,72.4,188,0,12.9,1423.802386,6,16.8,11984.86857,0
Lithuania,2009,Developed,72.2,192,0,12.4,1446.529217,59.7,16.6,11837.3913,0
Lithuania,2008,Developed,71.1,224,0,13.3,1888.149904,59.3,16.5,14961.56818,0
Lithuania,2007,Developed,72,24,0,13.4,1581.511914,59,16.4,12297.91535,0
Lithuania,2006,Developed,76,229,0,12.7,116.504961,58.7,16.4,924.642548,0
Lithuania,2005,Developed,78,222,0,12.3,913.699529,58.4,16.2,7863.1629,0
Lithuania,2004,Developed,71.6,24,0,12.1,76.36187737,58.1,16.3,676.966998,0
Lithuania,2003,Developed,71.6,22,0,11.29,80.99710054,57.8,15.8,555.535669,0
Lithuania,2002,Developed,71.4,22,0,11,561.9168642,57.5,15.3,4146.987928,0
Lithuania,2001,Developed,71.2,21,0,10.2,42.87208671,57.2,14.7,353.147337,0
Lithuania,2000,Developed,71.6,2,0,9.87,373.2605532,56.9,14,3297.35471,0
Luxembourg,2015,Developed,82,63,0,,0,61.3,13.9,1199.8223,0
Luxembourg,2014,Developed,81.7,65,0,11.12,16255.16198,6.9,13.9,119172.7418,0
Luxembourg,2013,Developed,81.4,68,0,11.02,15515.75234,6.5,13.9,113751.85,0
Luxembourg,2012,Developed,81.1,7,0,11.34,2284.58215,6.1,13.9,16749.136,0
Luxembourg,2011,Developed,88,72,0,11.5,17028.52798,59.6,13.9,115761.577,0
Luxembourg,2010,Developed,86,73,0,11.36,2267.252192,59.2,13.7,14965.361,0
Luxembourg,2009,Developed,83,76,0,11.42,2052.393076,58.8,13.5,13198.6693,0
Luxembourg,2008,Developed,80,8,0,11.53,18961.3486,58.4,13.5,114293.8433,0
Luxembourg,2007,Developed,79.7,82,0,11.75,267.051312,57.9,13.5,1618.4928,0
Luxembourg,2006,Developed,79.4,85,0,11.98,15345.4907,57.5,13.5,89739.7117,0
Luxembourg,2005,Developed,78.8,9,0,11.84,1346.246697,57,13.5,8289.69641,0
Luxembourg,2004,Developed,78.7,92,0,12.42,12372.05188,56.4,13.5,75716.3518,0
Luxembourg,2003,Developed,78.6,92,0,12.61,10111.38928,55.8,13.6,65445.8853,0
Luxembourg,2002,Developed,78.3,95,0,12.91,910.5062778,55.2,13.5,5293.64115,0
Luxembourg,2001,Developed,78,96,0,12.89,7877.33656,54.6,13.4,48179.4285,0
Luxembourg,2000,Developed,77.8,98,0,13.14,8246.130437,54,13.5,48735.99549,0
Madagascar,2015,Developing,65.5,22,28,,0,2.5,10.3,41.8575951,38
Madagascar,2014,Developing,65.1,225,29,0.01,5.339065673,2,10.3,452.4631926,39
Madagascar,2013,Developing,64.7,23,29,0.87,79.50882493,19.5,10.3,461.723722,40
Madagascar,2012,Developing,64.3,235,30,0.87,59.97914461,19,10.2,443.9611,42
Madagascar,2011,Developing,63.8,241,31,0.97,78.79967196,18.5,10.2,454.963464,43
Madagascar,2010,Developing,63.3,248,32,1.03,76.60442169,18,10.2,412.739341,45
Madagascar,2009,Developing,62.8,254,33,0.91,71.16601203,17.6,9.7,415.6893226,47
Madagascar,2008,Developing,62.3,259,34,0.68,6.448762615,17.1,9.4,47.733254,49
Madagascar,2007,Developing,61.9,261,35,0.71,55.43034455,16.7,9.1,377.8482928,51
Madagascar,2006,Developing,61.4,263,36,0.68,38.41870375,16.3,9,292.157443,54
Madagascar,2005,Developing,69,265,37,0.72,33.74786198,15.8,8.9,274.819723,56
Madagascar,2004,Developing,64,267,38,0.81,23.72796328,15.4,8.7,245.1235876,58
Madagascar,2003,Developing,59.9,268,40,0.93,37.12894787,15,8.5,316.7998965,60
Madagascar,2002,Developing,59.3,271,41,0.9,47.5262138,14.7,8.3,262.2859481,63
Madagascar,2001,Developing,58.7,276,42,1.05,42.56331585,14.3,8.2,278.555732,65
Madagascar,2000,Developing,57.9,283,44,1.16,35.66125056,13.9,8,245.939659,68
Malawi,2015,Developing,58.3,365,26,,0,19.6,10.8,362.6575444,38
Malawi,2014,Developing,57.6,377,27,0.01,59.48744893,19.2,10.7,354.7253961,40
Malawi,2013,Developing,56.7,394,29,0.01,55.83107625,18.8,10.7,332.922339,42
Malawi,2012,Developing,55.3,42,31,0.01,82.76865922,18.4,10.7,374.51882,46
Malawi,2011,Developing,54.1,441,32,1.23,13.77617463,18,10.6,512.125451,50
Malawi,2010,Developing,52.9,462,35,1.08,9.728005297,17.6,10.2,458.8681744,54
Malawi,2009,Developing,51.5,491,36,1.16,7.915071248,17.3,9.9,42.7379657,56
Malawi,2008,Developing,50,525,36,1.27,74.34482999,16.9,9.6,372.842678,58
Malawi,2007,Developing,48.5,559,37,1.18,4.269511381,16.6,9.7,32.2227274,59
Malawi,2006,Developing,47.1,587,38,1.18,6.847033785,16.2,9.6,297.6971211,61
Malawi,2005,Developing,46,66,39,1.04,5.670640102,15.9,9.7,28.3673842,62
Malawi,2004,Developing,45.1,615,40,1.11,58.13583343,15.5,10,274.2256294,65
Malawi,2003,Developing,44.6,613,43,1.08,4.375316094,15.2,10.3,26.152517,70
Malawi,2002,Developing,44,67,46,1.1,3.885394742,14.8,10.4,29.9798977,75
Malawi,2001,Developing,43.5,599,48,1.15,12.79760626,14.4,10.1,146.7615397,80
Malawi,2000,Developing,43.1,588,51,1.18,13.76270195,14.1,10.7,153.2594872,84
Malaysia,2015,Developing,75,123,4,,0,4.6,13.1,9643.644683,4
Malaysia,2014,Developing,74.8,126,4,0.52,721.3655432,39.5,13,11183.96191,4
Malaysia,2013,Developing,74.6,128,3,0.53,110.6779711,38.5,12.9,1882.27842,4
Malaysia,2012,Developing,74.5,129,3,0.53,101.609245,37.4,12.9,1779.49641,4
Malaysia,2011,Developing,74.3,13,3,0.51,9.23002632,36.3,13,145.1262,4
Malaysia,2010,Developing,74.1,131,3,0.49,65.56659662,35.3,12.8,971.356987,4
Malaysia,2009,Developing,74,131,3,0.47,431.5452472,34.4,12.6,7326.744435,4
Malaysia,2008,Developing,73.8,132,3,0.47,438.4519214,33.4,12.5,8513.629541,4
Malaysia,2007,Developing,73.7,133,3,0.43,409.9812523,32.5,12.3,7269.17114,4
Malaysia,2006,Developing,73.6,134,3,0.42,365.9113978,31.6,12.7,6222.982955,4
Malaysia,2005,Developing,73.4,135,3,0.46,297.5913833,3.7,12.9,5593.822995,4
Malaysia,2004,Developing,73.2,137,3,0.49,315.6639322,29.8,12.7,4955.477743,4
Malaysia,2003,Developing,73.1,138,3,0.48,264.2496129,28.8,12.1,4463.675893,4
Malaysia,2002,Developing,72.9,14,4,0.49,216.7029481,27.9,12,4167.364387,4
Malaysia,2001,Developing,72.7,144,4,0.53,210.2417002,27,11.9,3915.11546,5
Malaysia,2000,Developing,72.4,149,4,0.54,23.37167228,26,11.6,445.17471,5
Maldives,2015,Developing,78.5,61,0,,0,27.4,12.7,8395.785198,0
Maldives,2014,Developing,78.2,62,0,0.01,2051.748615,26.2,12.7,7716.2415,0
Maldives,2013,Developing,77.9,64,0,0.01,1626.591186,25.1,12.4,7112.33575,0
Maldives,2012,Developing,77.6,65,0,0.01,1259.940376,24.1,12.1,6541.7465,0
Maldives,2011,Developing,77.3,67,0,1.92,1079.893546,23.1,11.8,6497.55443,0
Maldives,2010,Developing,76.7,73,0,1.83,91.13971812,22.1,11.6,633.79498,0
Maldives,2009,Developing,76.3,75,0,1.59,100.503021,21.2,11.8,597.1659,0
Maldives,2008,Developing,75.9,81,0,1.76,1077.712092,2.3,11.8,5828.621374,0
Maldives,2007,Developing,75.4,82,0,1.78,6.491488598,19.5,11.9,52.862285,0
Maldives,2006,Developing,75,88,0,1.62,659.8499118,18.7,12,4428.522898,0
Maldives,2005,Developing,74.3,93,0,1.47,620.9518909,18,12.1,3488.493769,0
Maldives,2004,Developing,73.4,16,0,1.6,611.9093566,17.3,12.2,3853.33348,0
Maldives,2003,Developing,72.7,112,0,1.75,491.4978908,16.7,11.8,3432.247841,0
Maldives,2002,Developing,71.8,124,0,1.95,4.299053392,16.2,12,32.37239,0
Maldives,2001,Developing,78,129,0,1.98,41.30688803,15.6,11.8,298.67598,0
Maldives,2000,Developing,69.6,139,0,1.83,300.1621026,15.2,11.3,2182.99711,0
Mali,2015,Developing,58.2,266,52,,0,23.8,8.4,729.725338,84
Mali,2014,Developing,57.8,272,52,0.01,46.56231672,23.2,8.2,825.5729915,85
Mali,2013,Developing,57.3,275,53,0.01,36.86104319,22.5,8,777.659139,86
Mali,2012,Developing,57.2,27,53,0.01,96.5465827,21.9,7.7,777.3476868,88
Mali,2011,Developing,56.8,271,54,0.61,101.8113996,21.3,7.5,835.88998,90
Mali,2010,Developing,56.5,273,54,0.6,9.585584394,2.7,7.3,78.377632,91
Mali,2009,Developing,56,276,55,0.59,84.63438925,2.2,7.1,697.153124,93
Mali,2008,Developing,55.5,278,55,0.57,102.1413744,19.6,5.8,689.6784228,94
Mali,2007,Developing,55,282,56,0.55,81.8405007,19,6.4,595.6368319,96
Mali,2006,Developing,54.3,288,57,0.53,67.70920683,18.5,6.1,521.6425796,98
Mali,2005,Developing,53.6,29,57,0.55,60.21211141,18,5.8,487.942556,101
Mali,2004,Developing,52.8,296,58,0.49,57.11644801,17.5,5.5,439.3572924,103
Mali,2003,Developing,52,299,59,0.54,6.660451777,17,5.2,391.791281,106
Mali,2002,Developing,51.2,31,60,0.53,3.67646576,16.5,4.9,334.22416,108
Mali,2001,Developing,55,34,60,0.51,4.395885717,16.1,4.6,36.8473237,110
Mali,2000,Developing,49.8,37,60,0.47,23.94507124,15.6,4.4,269.3483829,111
Malta,2015,Developed,81.7,54,0,,0,69.6,14.6,23819.4636,0
Malta,2014,Developed,81.4,55,0,8.49,409.6000248,69.2,14.3,2618.92599,0
Malta,2013,Developed,81.1,57,0,8.58,374.2947283,68.8,14.2,2393.1888,0
Malta,2012,Developed,81,58,0,7.67,343.123395,68.4,14.1,2193.8836,0
Malta,2011,Developed,87,59,0,6.91,3601.287457,68,14.8,22821.847,0
Malta,2010,Developed,83,62,0,7.91,278.0687051,67.6,14.6,2187.79469,0
Malta,2009,Developed,82,63,0,7.38,335.5180568,67.1,14.4,2675.58259,0
Malta,2008,Developed,80,64,0,7.14,2655.573684,66.6,14.6,21928.767,0
Malta,2007,Developed,79.6,65,0,7.45,2578.888314,66.1,14.4,19375.5696,0
Malta,2006,Developed,79.3,66,0,8.84,2380.699796,65.6,14.8,16671.5672,0
Malta,2005,Developed,79,67,0,6.41,2247.035692,65,14.8,15835.34667,0
Malta,2004,Developed,78.7,69,0,6.53,203.3157499,64.5,14.2,1519.5497,0
Malta,2003,Developed,78.5,71,0,6.7,1678.392773,63.9,13.8,13689.98999,0
Malta,2002,Developed,78.2,75,0,5.73,1552.740429,63.4,13.8,11843.9392,0
Malta,2001,Developed,77.8,79,0,5.62,130.0150391,62.8,13.7,1121.78636,0
Malta,2000,Developed,77.5,8,0,5.59,134.3547253,62.3,13.8,1139.5651,0
MarshallIslands,2013,Developing,,,0,0.01,871.8783173,81.6,0,3617.752354,0
Mauritania,2015,Developing,63.1,25,8,,0,3.8,8.5,1158.256469,12
Mauritania,2014,Developing,63,26,8,0.01,80.92679802,3.1,8.5,1326.66882,12
Mauritania,2013,Developing,62.7,28,8,0.01,8.88028118,29.4,8.2,145.57838,12
Mauritania,2012,Developing,62.5,29,8,0.01,62.48419552,28.8,7.8,1364.283745,12
Mauritania,2011,Developing,62.2,212,8,0.01,79.27658464,28.1,7.7,1393.261593,12
Mauritania,2010,Developing,62,214,8,0.01,8.353074798,27.4,7.6,123.383675,12
Mauritania,2009,Developing,61.7,215,8,0.01,11.14504291,26.8,7.1,146.83851,12
Mauritania,2008,Developing,61.4,217,8,0.02,61.76263795,26.1,7.2,1167.535689,12
Mauritania,2007,Developing,61.2,219,8,0.02,7.35400072,25.5,7.4,113.3128,12
Mauritania,2006,Developing,69,221,8,0.01,55.79836969,24.8,7.2,944.134851,12
Mauritania,2005,Developing,66,223,8,0.01,55.12187071,24.2,7.2,697.7451989,12
Mauritania,2004,Developing,64,224,8,0.01,5.00378288,23.6,6.7,62.547286,12
Mauritania,2003,Developing,63,226,8,0.01,29.65370899,22.9,6.6,528.586613,12
Mauritania,2002,Developing,62,228,7,0.02,4.113190741,22.3,6.5,46.9542322,12
Mauritania,2001,Developing,61,229,7,0.01,28.782245,21.7,6.5,464.229758,12
Mauritania,2000,Developing,60,23,7,0.03,8.594570232,21.1,6.4,477.476124,11
Mauritius,2015,Developing,74.6,146,0,,0,33.3,15.2,9252.11724,0
Mauritius,2014,Developing,74.2,148,0,0.01,115.2784282,32.8,14.7,1153.93822,0
Mauritius,2013,Developing,74.1,147,0,0.01,917.467628,32.3,14.7,9637.265,0
Mauritius,2012,Developing,73.9,154,0,0.01,915.1859205,31.8,14.3,9291.227619,0
Mauritius,2011,Developing,73.6,158,0,3.03,918.807245,31.3,14.1,9197.26972,0
Mauritius,2010,Developing,73.3,163,0,2.95,0.108055973,3.7,14,8.376432,0
Mauritius,2009,Developing,72.8,166,0,2.83,624.2361828,3.2,13.8,7318.12641,0
Mauritius,2008,Developing,72.7,166,0,2.49,6.6489825,29.7,13.6,83.635,0
Mauritius,2007,Developing,72.9,161,0,3.24,582.5143743,29.1,13.5,6574.654338,0
Mauritius,2006,Developing,71.8,165,0,3.73,502.3844946,28.6,13.4,5695.969327,0
Mauritius,2005,Developing,72.1,168,0,3.94,479.9234077,28,13,5116.45424,0
Mauritius,2004,Developing,71.9,168,0,4.16,509.3899943,27.5,12.8,5229.876738,0
Mauritius,2003,Developing,71.5,174,0,4.08,407.779262,26.9,12.6,4623.347642,0
Mauritius,2002,Developing,71.5,179,0,4.14,369.6317105,26.4,12.5,3957.51296,0
Mauritius,2001,Developing,71.5,177,0,4.38,70.15536981,25.8,12.2,3792.182152,0
Mauritius,2000,Developing,71,177,0,4.6,336.3213326,25.3,12.1,3861.32414,0
Mexico,2015,Developing,76.7,122,30,,0,63.5,13.3,9143.128494,35
Mexico,2014,Developing,76.6,122,31,5.26,168.173753,62.8,13.1,1452.27766,36
Mexico,2013,Developing,76.6,12,32,5.23,150.408875,62.1,12.9,1298.86766,37
Mexico,2012,Developing,76.3,123,33,5.29,112.696486,61.5,12.7,982.532572,38
Mexico,2011,Developing,76.1,124,34,5.3,1117.196097,6.8,12.6,9834.472689,39
Mexico,2010,Developing,75.6,127,35,5.21,1033.039737,6.1,12.5,8959.581416,40
Mexico,2009,Developing,75.7,13,36,5.27,881.7364327,59.4,12.5,7748.12331,42
Mexico,2008,Developing,75.6,127,37,5.36,159.8772264,58.7,12.3,9689.52887,43
Mexico,2007,Developing,76,123,38,5.35,105.7476131,57.9,12.3,933.341687,45
Mexico,2006,Developing,75.8,125,40,5.11,980.2537444,57.2,12.2,8767.92258,47
Mexico,2005,Developing,75.3,126,42,4.93,998.3498049,56.4,12.2,7986.798439,49
Mexico,2004,Developing,75.4,124,44,4.9,920.8284115,55.7,12.1,7199.59665,52
Mexico,2003,Developing,75,127,46,4.88,781.2062828,54.9,11.9,6751.998987,55
Mexico,2002,Developing,75,127,49,4.77,12.1859723,54.1,11.6,716.8219,58
Mexico,2001,Developing,75,126,52,4.86,13.31109532,53.2,11.6,731.378864,62
Mexico,2000,Developing,74.8,129,55,4.99,10.22840118,52.4,11.4,672.92113,66
Micronesia(FederatedStatesof),2015,Developing,69.4,166,0,,0,69.4,11.7,,0
Micronesia(FederatedStatesof),2014,Developing,69.4,164,0,1.58,0,68.7,11.7,,0
Micronesia(FederatedStatesof),2013,Developing,69.2,166,0,1.67,0,68.1,11.7,,0
Micronesia(FederatedStatesof),2012,Developing,69,168,0,2.98,0,67.5,11.7,,0
Micronesia(FederatedStatesof),2011,Developing,68.9,169,0,1.89,0,67,11.7,,0
Micronesia(FederatedStatesof),2010,Developing,68.7,171,0,1.76,0,66.4,11.5,,0
Micronesia(FederatedStatesof),2009,Developing,68.5,172,0,2.06,0,65.8,11.4,,0
Micronesia(FederatedStatesof),2008,Developing,68.4,174,0,1.97,0,65.2,11.2,,0
Micronesia(FederatedStatesof),2007,Developing,68.2,175,0,1.64,0,64.7,11,,0
Micronesia(FederatedStatesof),2006,Developing,68,176,0,1.73,0,64.1,10.9,,0
Micronesia(FederatedStatesof),2005,Developing,67.9,178,0,1.9,0,63.6,10.7,,0
Micronesia(FederatedStatesof),2004,Developing,67.7,179,0,2.02,0,63.2,10.5,,0
Micronesia(FederatedStatesof),2003,Developing,67.5,18,0,3.15,0,62.8,10.4,,0
Micronesia(FederatedStatesof),2002,Developing,66.2,21,0,2.78,0,62.4,10.2,,0
Micronesia(FederatedStatesof),2001,Developing,67.2,183,0,2.82,0,62,10.1,,0
Micronesia(FederatedStatesof),2000,Developing,67,185,0,2.23,0,61.5,0,,0
Monaco,2013,Developing,,,0,0.01,0,,,,0
Mongolia,2015,Developing,68.8,222,1,,0,52.7,14.8,3944.1839,1
Mongolia,2014,Developing,68.4,225,1,0.01,281.0023992,51.5,14.8,4181.583321,1
Mongolia,2013,Developing,68.1,227,1,0.01,241.1958645,5.4,14.7,4385.379355,1
Mongolia,2012,Developing,67.8,231,1,0.01,253.8285861,49.2,14.7,4368.82248,2
Mongolia,2011,Developing,67.3,235,1,0.01,257.8403154,48,14.6,3769.595255,2
Mongolia,2010,Developing,66.3,25,1,5.8,22.31624272,46.9,14.3,265.353659,2
Mongolia,2009,Developing,66.9,235,1,4.61,134.1678932,45.9,13.8,1717.898761,2
Mongolia,2008,Developing,67.4,225,2,4.26,181.0123284,44.9,13.4,2139.625631,2
Mongolia,2007,Developing,65.9,26,2,3.79,126.698109,43.9,13,1634.81431,2
Mongolia,2006,Developing,65,271,2,2.91,122.1206485,43,12.7,1334.651896,2
Mongolia,2005,Developing,64.5,274,2,2.75,98.68367951,42.1,11.8,998.8226671,2
Mongolia,2004,Developing,64,284,2,1.75,73.24150483,41.3,11.2,797.8377432,2
Mongolia,2003,Developing,64,271,2,1.31,56.05686428,4.5,10.5,646.561295,2
Mongolia,2002,Developing,63.8,263,2,2.43,55.60878216,39.8,10.1,571.51883,2
Mongolia,2001,Developing,63.2,266,2,2.87,61.84921903,39.1,9.4,524.145924,3
Mongolia,2000,Developing,62.8,274,2,2.79,56.431387,38.5,8.9,474.2133361,3
Montenegro,2015,Developing,76.1,16,0,,0,61.8,15.1,6461.192554,0
Montenegro,2014,Developing,75.9,17,0,0.01,726.0291764,61.3,15.1,7378.345289,0
Montenegro,2013,Developing,75.8,19,0,0.01,707.144691,6.7,15.1,7186.429787,0
Montenegro,2012,Developing,75.6,11,0,0.01,648.1331781,6.2,15.1,6586.71929,0
Montenegro,2011,Developing,75.4,113,0,6.56,666.7374371,59.7,15.1,7318.742449,0
Montenegro,2010,Developing,75.3,115,0,6.56,635.4849381,59.1,15,6682.281158,0
Montenegro,2009,Developing,75,117,0,6.45,489.6818699,58.5,14.6,6698.79439,0
Montenegro,2008,Developing,74.6,121,0,6.17,709.1311228,57.8,14.2,7325.73474,0
Montenegro,2007,Developing,74.2,125,0,4.98,678.5188944,57.2,13.6,5957.145693,0
Montenegro,2006,Developing,73.8,13,0,5.38,595.7306923,56.5,13.2,4383.59597,0
Montenegro,2005,Developing,73.6,133,0,,527.3076721,55.7,12.8,3674.617924,0
Montenegro,2004,Developing,73.5,134,0,0.01,57.12190146,55,12.6,338.199535,0
Montenegro,2003,Developing,73.5,134,0,0.01,495.0782963,54.2,0,2789.1735,0
Montenegro,2002,Developing,73.4,136,0,0.01,36.48024032,53.5,0,216.243274,0
Montenegro,2001,Developing,73.3,136,0,0.01,33.66981355,52.7,0,199.583957,0
Montenegro,2000,Developing,73,144,0,0.01,274.5472605,51.9,0,1627.42893,0
Morocco,2015,Developing,74.3,95,17,,0,58.5,12.1,2847.285569,20
Morocco,2014,Developing,74.1,96,18,0.43,198.7343495,57.5,12.1,3154.513484,21
Morocco,2013,Developing,73.9,97,18,0.45,179.8598949,56.5,12.1,3111.762887,21
Morocco,2012,Developing,73.6,99,19,0.55,19.15853732,55.5,11.6,294.746728,22
Morocco,2011,Developing,73.3,14,19,0.54,22.0945504,54.6,11.2,339.91616,22
Morocco,2010,Developing,72.8,11,20,0.56,183.6592186,53.6,10.7,2834.2472,23
Morocco,2009,Developing,72.3,116,20,0.62,188.2902861,52.7,10.5,2861.5545,23
Morocco,2008,Developing,71.8,123,21,0.51,171.3658969,51.7,10.3,2884.94776,24
Morocco,2007,Developing,71.4,128,21,0.56,157.6431445,5.8,10,2494.353552,25
Morocco,2006,Developing,71,133,22,0.58,127.7632005,49.9,10,2191.478567,25
Morocco,2005,Developing,77,137,22,0.47,9.469371264,49.1,9.8,213.755559,26
Morocco,2004,Developing,72,142,23,0.56,100.3638322,48.2,9.6,1948.812275,27
Morocco,2003,Developing,69.9,146,24,0.58,88.16506179,47.3,9.3,1721.973863,28
Morocco,2002,Developing,69.5,15,25,0.46,66.72933871,46.5,8.8,1413.757176,29
Morocco,2001,Developing,69,155,26,0.46,71.11645,45.7,8.5,1336.775376,30
Morocco,2000,Developing,68.6,16,27,0.45,63.42140024,44.8,8,1332.382358,32
Mozambique,2015,Developing,57.6,355,60,,0,22.6,9.1,528.3125597,81
Mozambique,2014,Developing,56.7,375,61,0.01,54.91159475,22.2,9.1,623.2871141,84
Mozambique,2013,Developing,55.3,46,62,1.16,5.813338496,21.8,9.1,65.985681,87
Mozambique,2012,Developing,54.8,48,64,1.19,49.90987221,21.3,9.2,566.513873,90
Mozambique,2011,Developing,54.3,47,66,0.94,40.80617976,2.9,9.5,526.5313517,94
Mozambique,2010,Developing,54,47,69,0.96,5.743393664,2.5,9.3,419.2258149,98
Mozambique,2009,Developing,53.8,4,70,1.18,39.75216936,2.1,9.2,463.852618,101
Mozambique,2008,Developing,53.2,45,72,1.48,0.796915785,19.7,8.8,53.127719,104
Mozambique,2007,Developing,52.1,425,74,1.03,53.9502789,19.3,8.2,422.1461573,108
Mozambique,2006,Developing,51.2,434,78,1.2,58.59644487,18.9,7.9,385.7567141,113
Mozambique,2005,Developing,58,434,80,1.23,67.33378735,18.5,7.3,369.1545359,117
Mozambique,2004,Developing,54,429,82,1.54,46.58195631,18.1,7,336.3318145,120
Mozambique,2003,Developing,51,424,85,1.68,42.52689559,17.7,6.7,283.8911588,124
Mozambique,2002,Developing,49.8,416,87,2.16,40.82597077,17.3,6.2,262.884551,127
Mozambique,2001,Developing,49.5,48,90,2.09,37.82511936,16.9,5.8,256.4414872,132
Mozambique,2000,Developing,49,43,93,1.14,47.17250718,16.5,5.4,277.6486591,136
Myanmar,2015,Developing,66.6,199,39,,0,23.8,9.1,1194.59137,50
Myanmar,2014,Developing,66.4,21,40,0.01,45.33788677,22.9,9.1,1262.893782,52
Myanmar,2013,Developing,66.2,22,42,0.7,38.33793462,22.1,9.1,1168.83947,55
Myanmar,2012,Developing,65.9,25,44,0.55,38.4279083,21.3,9.1,1171.58257,58
Myanmar,2011,Developing,65.6,27,47,0.33,21.23698847,2.5,9.1,1186.423937,61
Myanmar,2010,Developing,65.4,29,49,0.3,17.48293752,19.8,8.8,987.7365832,65
Myanmar,2009,Developing,65.2,211,52,0.28,11.05247903,19.1,8.5,741.777116,69
Myanmar,2008,Developing,59.2,296,59,0.3,9.53048032,18.3,8.2,643.951373,96
Myanmar,2007,Developing,64.5,217,58,0.26,0.5305728,17.6,8.1,41.451,78
Myanmar,2006,Developing,64.2,22,61,0.28,4.632776304,17,8,296.97284,83
Myanmar,2005,Developing,63.9,224,64,0.28,2.793843188,16.4,7.9,247.24276,87
Myanmar,2004,Developing,63.5,228,66,0.44,4.15451614,15.7,7.8,219.8156688,90
Myanmar,2003,Developing,63.2,231,69,0.4,3.824212472,15.2,7.7,219.782326,93
Myanmar,2002,Developing,62.8,235,71,0.41,3.421880938,14.6,7.6,143.77651,96
Myanmar,2001,Developing,62.5,239,72,0.38,1.917164,14.1,7.6,138.9249275,98
